State;East-West;The first most important problem;The second most important problem;Party;Gender;Age;Reasearch Year
Brandemburg;East;Unemployment/jobs;Wages/working time regulations;SPD;Female;30-34;1998
Sachsen;East;Unemployment/jobs;Right-wing radicals/right-wing extremists;CDU/CSU;Male;35-39;1998
Berlin-East;East;Unemployment/jobs;EU/Europe/Euro;SPD;Male;30-34;1998
Mecklenburg-Vorpommern;East;Right-wing radicals/right-wing extremists;Peace and order/crime;PDS;Male;60-69;1998
Sachsen;East;Unemployment/jobs;Taxes/tax increases;CDU/CSU;Male;18-20;1998
Brandemburg;East;Unemployment/jobs;No response;No response;Male;50-59;1998
Thüringen;East;Unemployment/jobs;No response;CDU/CSU;Female;30-34;1998
Thüringen;East;Unemployment/jobs;Foreigners;PDS;Female;40-44;1998
Sachsen-Anhalt;East;Unemployment/jobs;Family/children/youth;SPD;Male;45-49;1998
Sachsen;East;Unemployment/jobs;Economic recovery/situation;SPD;Male;60-69;1998
Thüringen;East;Unemployment/jobs;No response;CDU/CSU;Female;70+;1998
Berlin-East;East;Unemployment/jobs;Wages/working time regulations;CDU/CSU;Male;30-34;1998
Sachsen;East;Unemployment/jobs;Peace and order/crime;CDU/CSU;Female;50-59;1998
Sachsen;East;Unemployment/jobs;No response;CDU/CSU;Male;35-39;1998
Berlin-East;East;Unemployment/jobs;No response;CDU/CSU;Female;70+;1998
Thüringen;East;Unemployment/jobs;Other problems;CDU/CSU;Female;40-44;1998
Thüringen;East;Unemployment/jobs;Foreigners;SPD;Male;35-39;1998
Sachsen-Anhalt;East;Unemployment/jobs;Peace and order/crime;SPD;Female;50-59;1998
Mecklenburg-Vorpommern;East;Unemployment/jobs;Rents/housing market;CDU/CSU;Male;60-69;1998
Sachsen;East;Unemployment/jobs;Family/children/youth;Grünen;Female;30-34;1998
Sachsen;East;Unemployment/jobs;Taxes/tax increases;No response;Male;60-69;1998
Sachsen;East;Unemployment/jobs;No response;CDU/CSU;Male;70+;1998
Brandemburg;East;Unemployment/jobs;Family/children/youth;SPD;Female;40-44;1998
Sachsen-Anhalt;East;Unemployment/jobs;Foreigners;SPD;Female;18-20;1998
Sachsen-Anhalt;East;Unemployment/jobs;No response;SPD;Male;70+;1998
Brandemburg;East;Unemployment/jobs;Environmental protection;Grünen;Female;40-44;1998
Thüringen;East;Unemployment/jobs;Peace and order/crime;SPD;Female;50-59;1998
Berlin-East;East;Unemployment/jobs;Cutbacks of social benefits;PDS;Female;35-39;1998
Thüringen;East;Unemployment/jobs;Cutbacks of social benefits;SPD;Female;21-24;1998
Sachsen-Anhalt;East;Family/children/youth;Unemployment/jobs;SPD;Female;25-29;1998
Sachsen;East;Peace/détente (East-West);No response;SPD;Male;50-59;1998
Sachsen;East;Unemployment/jobs;No response;No response;Female;35-39;1998
Thüringen;East;Unemployment/jobs;Family/children/youth;No response;Female;40-44;1998
Brandemburg;East;Unemployment/jobs;No response;PDS;Female;35-39;1998
Thüringen;East;Unemployment/jobs;Cutbacks of social benefits;No response;Female;50-59;1998
Sachsen;East;Unemployment/jobs;Economic recovery/situation;CDU/CSU;Male;60-69;1998
Sachsen-Anhalt;East;Unemployment/jobs;Peace/détente (East-West);PDS;Male;45-49;1998
Thüringen;East;Unemployment/jobs;No response;CDU/CSU;Male;45-49;1998
Thüringen;East;Disenchantment with political parties and politics/politics in general/political affairs;Unemployment/jobs;SPD;Male;50-59;1998
Sachsen-Anhalt;East;Unemployment/jobs;Cutbacks of social benefits;CDU/CSU;Male;45-49;1998
Thüringen;East;Unemployment/jobs;Peace and order/crime;SPD;Male;50-59;1998
Brandemburg;East;Unemployment/jobs;Cutbacks of social benefits;SPD;Male;50-59;1998
Sachsen;East;Unemployment/jobs;Pensions/old people/old-age security;CDU/CSU;Male;25-29;1998
Sachsen-Anhalt;East;Unemployment/jobs;Peace and order/crime;SPD;Female;50-59;1998
Sachsen;East;Unemployment/jobs;No response;SPD;Male;30-34;1998
Sachsen;East;Unemployment/jobs;Foreigners;CDU/CSU;Female;60-69;1998
Sachsen;East;Unemployment/jobs;Pensions/old people/old-age security;No response;Female;18-20;1998
Sachsen;East;Unemployment/jobs;Economic recovery/situation;CDU/CSU;Female;40-44;1998
Brandemburg;East;Unemployment/jobs;Family/children/youth;SPD;Male;40-44;1998
Berlin-East;East;Unemployment/jobs;No response;CDU/CSU;Female;40-44;1998
Brandemburg;East;Unemployment/jobs;Family/children/youth;SPD;Female;30-34;1998
Thüringen;East;Unemployment/jobs;Economic gap between East Germany and West Germany;SPD;Female;45-49;1998
Berlin-East;East;Unemployment/jobs;No response;SPD;Female;35-39;1998
Brandemburg;East;Unemployment/jobs;No response;PDS;Male;30-34;1998
Sachsen-Anhalt;East;Unemployment/jobs;No response;SPD;Male;30-34;1998
Sachsen-Anhalt;East;Unemployment/jobs;No response;No response;Female;25-29;1998
Thüringen;East;Unemployment/jobs;Cutbacks of social benefits;CDU/CSU;Female;50-59;1998
Thüringen;East;Unemployment/jobs;Foreigners;PDS;Male;21-24;1998
Brandemburg;East;Unemployment/jobs;Family/children/youth;SPD;Female;35-39;1998
Brandemburg;East;Unemployment/jobs;Family/children/youth;SPD;Female;45-49;1998
Sachsen;East;Unemployment/jobs;Disenchantment with political parties and politics/politics in general/political affairs;SPD;Male;30-34;1998
Sachsen-Anhalt;East;Taxes/tax increases;No response;SPD;Female;25-29;1998
Sachsen;East;No response;No response;No response;Female;45-49;1998
Brandemburg;East;Unemployment/jobs;No response;SPD;Female;50-59;1998
Thüringen;East;Unemployment/jobs;Peace and order/crime;SPD;Male;30-34;1998
Sachsen;East;Unemployment/jobs;No response;CDU/CSU;Male;40-44;1998
Berlin-East;East;Unemployment/jobs;No response;No response;Female;35-39;1998
Sachsen;East;Unemployment/jobs;EU/Europe/Euro;Another party;Male;45-49;1998
Sachsen-Anhalt;East;Unemployment/jobs;Rents/housing market;SPD;Female;50-59;1998
Sachsen;East;Disenchantment with political parties and politics/politics in general/political affairs;No response;CDU/CSU;Male;60-69;1998
Berlin-East;East;Unemployment/jobs;Economic recovery/situation;CDU/CSU;Female;21-24;1998
Sachsen;East;Unemployment/jobs;Taxes/tax increases;CDU/CSU;Male;50-59;1998
Sachsen;East;Unemployment/jobs;Unemployment/jobs;SPD;Male;50-59;1998
Thüringen;East;Unemployment/jobs;No response;PDS;Female;50-59;1998
Thüringen;East;Unemployment/jobs;Economic gap between East Germany and West Germany;CDU/CSU;Female;70+;1998
Mecklenburg-Vorpommern;East;Unemployment/jobs;Right-wing radicals/right-wing extremists;CDU/CSU;Female;25-29;1998
Thüringen;East;Unemployment/jobs;Unemployment/jobs;CDU/CSU;Female;60-69;1998
Thüringen;East;Unemployment/jobs;No response;SPD;Male;30-34;1998
Sachsen;East;Unemployment/jobs;No response;CDU/CSU;Female;70+;1998
Mecklenburg-Vorpommern;East;Unemployment/jobs;Social gap between rich and poor;CDU/CSU;Female;30-34;1998
Brandemburg;East;Unemployment/jobs;Pensions/old people/old-age security;SPD;Female;45-49;1998
Brandemburg;East;Unemployment/jobs;Cutbacks of social benefits;SPD;Male;50-59;1998
Brandemburg;East;Unemployment/jobs;No response;CDU/CSU;Male;40-44;1998
Sachsen;East;Unemployment/jobs;Right-wing radicals/right-wing extremists;PDS;Male;18-20;1998
Brandemburg;East;German unit: problems/financing;Unemployment/jobs;CDU/CSU;Female;60-69;1998
Sachsen-Anhalt;East;Unemployment/jobs;No response;No response;Female;40-44;1998
Sachsen;East;Unemployment/jobs;Peace and order/crime;CDU/CSU;Female;50-59;1998
Mecklenburg-Vorpommern;East;Unemployment/jobs;Peace and order/crime;SPD;Male;60-69;1998
Brandemburg;East;Unemployment/jobs;Foreigners;SPD;Male;50-59;1998
Brandemburg;East;Unemployment/jobs;Peace/détente (East-West);PDS;Female;35-39;1998
Sachsen;East;Unemployment/jobs;No response;No response;Female;25-29;1998
Brandemburg;East;Foreigners;Unemployment/jobs;SPD;Female;40-44;1998
Brandemburg;East;Unemployment/jobs;No response;No response;Male;21-24;1998
Sachsen;East;Unemployment/jobs;No response;No response;Female;50-59;1998
Mecklenburg-Vorpommern;East;No response;No response;CDU/CSU;Male;35-39;1998
Sachsen;East;Unemployment/jobs;Peace and order/crime;SPD;Male;25-29;1998
Brandemburg;East;No response;No response;SPD;Female;25-29;1998
Sachsen-Anhalt;East;Unemployment/jobs;Health care/long-term care insurance;Grauen;Female;60-69;1998
Brandemburg;East;Unemployment/jobs;No response;PDS;Female;30-34;1998
Sachsen;East;Unemployment/jobs;Family/children/youth;CDU/CSU;Female;18-20;1998
Berlin-East;East;Peace and order/crime;Other problems;PDS;Male;21-24;1998
Sachsen;East;Unemployment/jobs;Taxes/tax increases;CDU/CSU;Male;40-44;1998
Sachsen;East;Peace and order/crime;Unemployment/jobs;CDU/CSU;Male;25-29;1998
Sachsen;East;Unemployment/jobs;Pensions/old people/old-age security;No response;Male;60-69;1998
Brandemburg;East;Unemployment/jobs;No response;SPD;Female;25-29;1998
Thüringen;East;Unemployment/jobs;Peace and order/crime;FDP;Male;30-34;1998
Sachsen;East;Unemployment/jobs;No response;No response;Female;45-49;1998
Sachsen;East;Unemployment/jobs;No response;PDS;Male;60-69;1998
Mecklenburg-Vorpommern;East;Unemployment/jobs;No response;DVU;Male;18-20;1998
Thüringen;East;Unemployment/jobs;Cutbacks of social benefits;No response;Male;30-34;1998
Sachsen;East;Unemployment/jobs;Foreigners;No response;Male;60-69;1998
Mecklenburg-Vorpommern;East;Unemployment/jobs;Morals/values;No response;Male;40-44;1998
Sachsen-Anhalt;East;Unemployment/jobs;Environmental protection;Grünen;Male;25-29;1998
Mecklenburg-Vorpommern;East;Unemployment/jobs;Social gap between rich and poor;SPD;Male;50-59;1998
Berlin-East;East;Unemployment/jobs;No response;CDU/CSU;Female;35-39;1998
Sachsen;East;Unemployment/jobs;No response;CDU/CSU;Male;50-59;1998
Thüringen;East;Unemployment/jobs;Social gap between rich and poor;CDU/CSU;Female;30-34;1998
Berlin-East;East;Unemployment/jobs;Pensions/old people/old-age security;Another party;Female;45-49;1998
Brandemburg;East;Other problems;Unemployment/jobs;No response;Male;35-39;1998
Sachsen-Anhalt;East;Unemployment/jobs;EU/Europe/Euro;CDU/CSU;Male;18-20;1998
Sachsen;East;Unemployment/jobs;Foreigners;CDU/CSU;Male;25-29;1998
Thüringen;East;German unit: problems/financing;Pensions/old people/old-age security;FDP;Female;70+;1998
Sachsen-Anhalt;East;Unemployment/jobs;Morals/values;SPD;Female;60-69;1998
Mecklenburg-Vorpommern;East;Unemployment/jobs;No response;SPD;Female;70+;1998
Sachsen-Anhalt;East;Unemployment/jobs;Cost of living/inflation/prices;Grünen;Male;35-39;1998
Sachsen;East;Unemployment/jobs;Peace and order/crime;CDU/CSU;Male;50-59;1998
Sachsen;East;Economic gap between East Germany and West Germany;Unemployment/jobs;No response;Female;35-39;1998
Thüringen;East;Unemployment/jobs;Taxes/tax increases;SPD;Female;50-59;1998
Thüringen;East;Unemployment/jobs;No response;SPD;Male;25-29;1998
Mecklenburg-Vorpommern;East;Unemployment/jobs;No response;SPD;Male;50-59;1998
Thüringen;East;Unemployment/jobs;Environmental protection;No response;Male;70+;1998
Brandemburg;East;Unemployment/jobs;Other problems;CDU/CSU;Female;50-59;1998
Berlin-East;East;Unemployment/jobs;No response;SPD;Female;25-29;1998
Sachsen;East;Other problems;Other problems;Republikaner;Male;40-44;1998
Thüringen;East;Unemployment/jobs;Family/children/youth;Grünen;Female;70+;1998
Thüringen;East;Unemployment/jobs;Cutbacks of social benefits;SPD;Female;35-39;1998
Berlin-East;East;Unemployment/jobs;Other problems;CDU/CSU;Male;50-59;1998
Sachsen-Anhalt;East;Unemployment/jobs;Student protests/education;SPD;Male;50-59;1998
Sachsen-Anhalt;East;Unemployment/jobs;Peace and order/crime;No response;Male;45-49;1998
Brandemburg;East;Unemployment/jobs;No response;CDU/CSU;Female;60-69;1998
Brandemburg;East;Unemployment/jobs;Economic recovery/situation;SPD;Male;25-29;1998
Sachsen-Anhalt;East;Unemployment/jobs;No response;No response;Male;60-69;1998
Sachsen-Anhalt;East;Unemployment/jobs;Other problems;CDU/CSU;Female;70+;1998
Sachsen-Anhalt;East;Unemployment/jobs;No response;CDU/CSU;Female;30-34;1998
Brandemburg;East;Unemployment/jobs;Economic recovery/situation;PDS;Male;60-69;1998
Thüringen;East;Unemployment/jobs;Nuclear energy/nuclear transport;Another party;Male;18-20;1998
Thüringen;East;Family/children/youth;Health care/long-term care insurance;Republikaner;Male;35-39;1998
Thüringen;East;Unemployment/jobs;Economic recovery/situation;PDS;Female;30-34;1998
Sachsen-Anhalt;East;Unemployment/jobs;No response;SPD;Male;35-39;1998
Sachsen;East;Unemployment/jobs;Taxes/tax increases;Grünen;Female;45-49;1998
Brandemburg;East;Unemployment/jobs;Pensions/old people/old-age security;No response;Female;50-59;1998
Sachsen;East;Unemployment/jobs;Economic recovery/situation;No response;Female;70+;1998
Sachsen-Anhalt;East;Unemployment/jobs;No response;PDS;Female;50-59;1998
Mecklenburg-Vorpommern;East;Unemployment/jobs;Peace and order/crime;No response;Female;70+;1998
Thüringen;East;Unemployment/jobs;Pensions/old people/old-age security;CDU/CSU;Female;60-69;1998
Sachsen-Anhalt;East;Unemployment/jobs;No response;FDP;Male;35-39;1998
Sachsen-Anhalt;East;Unemployment/jobs;Peace and order/crime;SPD;Female;50-59;1998
Berlin-East;East;Unemployment/jobs;Health care/long-term care insurance;SPD;Female;45-49;1998
Sachsen-Anhalt;East;Unemployment/jobs;Peace/détente (East-West);SPD;Male;60-69;1998
Thüringen;East;Unemployment/jobs;Traffic problems/road construction;SPD;Male;40-44;1998
Sachsen-Anhalt;East;Economic gap between East Germany and West Germany;Unemployment/jobs;SPD;Female;70+;1998
Sachsen-Anhalt;East;Unemployment/jobs;Disenchantment with political parties and politics/politics in general/political affairs;PDS;Female;30-34;1998
Sachsen-Anhalt;East;Unemployment/jobs;Social gap between rich and poor;SPD;Male;45-49;1998
Mecklenburg-Vorpommern;East;Unemployment/jobs;Right-wing radicals/right-wing extremists;No response;Male;60-69;1998
Sachsen-Anhalt;East;Other problems;No response;SPD;Female;60-69;1998
Sachsen-Anhalt;East;Unemployment/jobs;No response;CDU/CSU;Female;60-69;1998
Sachsen;East;Peace/détente (East-West);Environmental protection;Grauen;Female;70+;1998
Berlin-East;East;Unemployment/jobs;Peace and order/crime;No response;Female;50-59;1998
Brandemburg;East;Other problems;Unemployment/jobs;PDS;Male;40-44;1998
Sachsen;East;Unemployment/jobs;German unit: problems/financing;PDS;Male;70+;1998
Brandemburg;East;No response;No response;No response;Male;60-69;1998
Sachsen;East;Pensions/old people/old-age security;Unemployment/jobs;No response;Female;70+;1998
Thüringen;East;Unemployment/jobs;Student protests/education;PDS;Male;18-20;1998
Thüringen;East;Unemployment/jobs;No response;SPD;Female;70+;1998
Thüringen;East;Unemployment/jobs;German unit: problems/financing;PDS;Female;45-49;1998
Mecklenburg-Vorpommern;East;No response;No response;No response;Female;60-69;1998
Berlin-East;East;Unemployment/jobs;Other problems;SPD;Female;60-69;1998
Sachsen;East;Unemployment/jobs;No response;No response;Female;60-69;1998
Sachsen;East;No response;No response;No response;Male;60-69;1998
Sachsen-Anhalt;East;Pensions/old people/old-age security;Unemployment/jobs;FDP;Male;70+;1998
Sachsen;East;Unemployment/jobs;Peace and order/crime;CDU/CSU;Male;70+;1998
Brandemburg;East;Other problems;Unemployment/jobs;Grünen;Male;18-20;1998
Brandemburg;East;Unemployment/jobs;No response;PDS;Female;30-34;1998
Mecklenburg-Vorpommern;East;Unemployment/jobs;Taxes/tax increases;CDU/CSU;Male;21-24;1998
Thüringen;East;Unemployment/jobs;Rents/housing market;SPD;Female;50-59;1998
Brandemburg;East;Unemployment/jobs;Wages/working time regulations;SPD;Female;60-69;1998
Brandemburg;East;Unemployment/jobs;Disenchantment with political parties and politics/politics in general/political affairs;SPD;Male;50-59;1998
Sachsen;East;Unemployment/jobs;Peace and order/crime;SPD;Female;50-59;1998
Sachsen;East;Unemployment/jobs;Social gap between rich and poor;PDS;Female;60-69;1998
Thüringen;East;Cutbacks of social benefits;Unemployment/jobs;PDS;Female;25-29;1998
Berlin-East;East;Unemployment/jobs;Peace/détente (East-West);PDS;Female;50-59;1998
Brandemburg;East;Unemployment/jobs;German unit: problems/financing;SPD;Male;45-49;1998
Sachsen;East;Social gap between rich and poor;German unit: problems/financing;PDS;Male;70+;1998
Mecklenburg-Vorpommern;East;Unemployment/jobs;Pensions/old people/old-age security;CDU/CSU;Female;70+;1998
Mecklenburg-Vorpommern;East;Unemployment/jobs;Pensions/old people/old-age security;SPD;Male;70+;1998
Sachsen;East;Unemployment/jobs;Pensions/old people/old-age security;CDU/CSU;Female;60-69;1998
Thüringen;East;Unemployment/jobs;Taxes/tax increases;CDU/CSU;Male;60-69;1998
Sachsen;East;Other problems;Taxes/tax increases;CDU/CSU;Male;21-24;1998
Sachsen;East;Unemployment/jobs;Cost of living/inflation/prices;SPD;Male;50-59;1998
Sachsen;East;Unemployment/jobs;National debt;Another party;Female;50-59;1998
Mecklenburg-Vorpommern;East;Unemployment/jobs;Peace and order/crime;SPD;Male;30-34;1998
Sachsen;East;Unemployment/jobs;Peace and order/crime;CDU/CSU;Female;50-59;1998
Berlin-East;East;Unemployment/jobs;Economic recovery/situation;No response;Female;35-39;1998
Sachsen-Anhalt;East;Unemployment/jobs;Peace and order/crime;No response;Male;70+;1998
Berlin-East;East;Unemployment/jobs;Other problems;FDP;Female;30-34;1998
Sachsen;East;Unemployment/jobs;No response;No response;Male;45-49;1998
Sachsen;East;Other problems;Unemployment/jobs;CDU/CSU;Male;70+;1998
Sachsen-Anhalt;East;Unemployment/jobs;Taxes/tax increases;FDP;Female;50-59;1998
Thüringen;East;Unemployment/jobs;Foreigners;DVU;Female;45-49;1998
Sachsen-Anhalt;East;Unemployment/jobs;Family/children/youth;Grünen;Male;30-34;1998
Mecklenburg-Vorpommern;East;Social gap between rich and poor;Unemployment/jobs;PDS;Male;25-29;1998
Thüringen;East;Unemployment/jobs;Foreigners;PDS;Female;60-69;1998
Sachsen;East;Foreigners;Unemployment/jobs;No response;Male;40-44;1998
Sachsen-Anhalt;East;Unemployment/jobs;Health care/long-term care insurance;FDP;Female;18-20;1998
